"Year","Lat","Lon","Density"
1983,56.01667,-163.96667,87.664428637796
1983,56.01667,-163.4,97.453688179026
1983,55,-165.15,529.19535141672
1983,54.66667,-165.13333,8752.72648260474
1983,55.33333,-164.58333,3151.4364786514
1983,54.98333,-165.73333,921.115483795358
1983,55.33333,-165.78333,898.094571029282
1983,55.33333,-166.33333,543.916693619004
1983,55.33333,-166.95,136.159766134976
1983,57,-170.8,152.690029352351
1983,55.66667,-166.96667,87.2563938154656
1983,56.66667,-168.88333,71.1086710904316
1983,56.01667,-167.61667,19821.6083865777
1983,55.68333,-163.38333,4365.73371267926
1983,55.68333,-164.01667,2869.46981789889
1983,57,-171.4,13594.0612315542
1983,55.68333,-164.58333,10902.6520501045
1983,56.01667,-164.58333,4475.40744485678
1983,55.99167,-168.18333,78.4759586923988
1983,56.33333,-168.23333,150.667106963955
1983,56.33333,-164.6,36151.3388137651
1983,56,-165.2,18947.7551232373
1983,55.99167,-165.8,231.143959562303
1983,57.01667,-163.36667,776.767581525448
1983,55.35,-163.43333,1891.49601144906
1983,55.65,-162.86667,1359.89976713899
1983,55.96667,-162.8,143.85539885014
1983,57.35,-163.35,175.796460096827
1983,56.35,-163.36667,82.4521819915361
1983,56.31667,-162.8,3371.72058860508
1983,56.65,-162.75,1114.69962562991
1983,56.33333,-163.98333,8991.26856282485
1983,56.66667,-163.4,409.844076483692
1983,56.68333,-162.2,864.766768830908
1983,56.35,-162.2,4715.22729969246
1983,56,-162.21667,1525.63390667927
1983,56.31667,-161.6,827.05993004965
1983,56.66667,-161.65,187.22004540198
1983,57,-161.55,269.458428021336
1983,57.35,-161.53333,1324.76678151733
1983,57.35,-160.91667,620.431652129289
1983,57.03333,-160.95,374.651443734322
1983,56.68333,-161,76.8287070204929
1983,56.31667,-161,810.918549669222
1983,57,-160.33333,608.626838470546
1983,57.33333,-160.31667,505.20292496705
1983,57.66667,-160.26667,806.907867270004
1983,57.68333,-159.63333,414.677999719198
1983,57.35,-159.66667,527.343283222361
1983,57,-159.7,474.34293893618
1983,58,-160.85,69.6285829328506
1983,57.68333,-160.86667,243.994241712646
1983,57.66667,-161.5,592.500767901145
1983,58.01667,-161.46667,3928.68425001967
1983,57.68333,-162.13333,8771.67953624019
1983,57.01667,-162.15,5047.41443882539
1983,57.66667,-162.73333,2895.24863259551
1983,57.33333,-162.76667,2985.68159797823
1983,57,-162.76667,2301.41456767235
1983,58.01667,-163.36667,236.332876199395
1983,57.68333,-163.33333,14846.8605130233
1983,57,-164.01667,2634.12041360091
1983,57,-165.18333,5557.23217463755
1983,56.66667,-166.41667,5931.82560558753
1983,57,-166.45,7460.08471527891
1983,56.66667,-164.61667,69.2271749349483
1983,57,-165.83333,4380.38637108587
1983,57,-167.08333,77.6693470196491
1983,56.7,-165.86667,5897.86010294266
1983,56.66667,-163.98333,8369.30479210109
1983,57,-164.58333,1686.46828160685
1983,57.33333,-167.1,79.5724883266959
1983,56.33333,-170.7,694.797219937677
1983,57.33333,-172.08333,6935.53440138431
1983,56.66667,-172.56667,10897.9644621064
1983,56.66667,-170.73333,6405.69144235224
1983,56.35,-165.83333,25760.0927662366
1983,57,-172.03333,20608.721200888
1983,56.35,-165.23333,27308.0496458586
1983,56.66667,-165.23333,36505.1965906649
1983,56.33333,-170.06667,53408.55505925
1983,55.33333,-167.55,1480.756670255
1983,56.66667,-171.33333,7837.25992447176
1983,56,-166.4,26852.4446691407
1983,56.35,-166.43333,16873.2803398432
1983,57.35,-170.83333,6165.10209240474
1983,57.33333,-168.38333,26806.2462296885
1983,56.66667,-168.3,771.767445545448
1983,58,-171,2757.3055027448
1983,57.35,-169.58333,2838.60499690198
1983,57.3,-168.96667,2780.44985474152
1983,57.33333,-167.71667,74.753296217295
1983,56.66667,-167.7,2877.00492826471
1983,58,-171.58333,2347.21794186648
1983,57.63333,-171.58333,133.259591521586
1983,56.66667,-167.06667,942.344067301245
1983,56.33333,-167.65,210.240622853882
1983,57.66667,-170.9,6288.55987013397
1983,57,-167.68333,106929.68319665
1983,57,-168.96667,789.184294604582
1983,56.96667,-168.36667,1090.96761525369
1983,57.66667,-169.03333,74.4149055464483
1983,57.66667,-169.65,835.862611681289
1983,57.66667,-167.75,5854.45021620026
1983,57.66667,-168.38333,76.0937731204472
1983,57.66667,-170.28333,971.430916802181
1983,58,-170.31667,2287.16864245513
1983,57.66667,-167.11667,1124.46872947614
1983,58.35,-170.93333,23397.4815598432
1983,58.35,-171.56667,1714.63543306928
1983,58.66667,-172.28333,1519.89362642878
1983,58.68333,-172.88333,987.477885671519
1983,58.66667,-173.43333,572.469476126275
1983,59,-173.61667,1871.75601838095
1983,58,-172.08333,849.388580836808
1983,58.85,-175.13333,918.795244973532
1983,58.78333,-174.6,10251.1850833026
1983,58.66667,-175.46667,1800.50478290041
1983,58.33333,-172.23333,241.908395773229
1983,57.63333,-164.56667,80.360004040891
1983,58.31667,-166.51667,143.04911744658
1983,58.31667,-172.88333,69.5438766275795
1983,58.03333,-172.81667,1069.5401395219
1983,57.98333,-164.58333,933.132438921515
1983,58.35,-164.6,1144.93895225255
1983,58.33333,-165.21667,863.029159947739
1983,58.31667,-167.08333,338.532528711986
1983,57.33333,-164.55,69.8761325373469
1983,58.33333,-167.73333,272.418311158727
1983,58.68333,-169.15,497.895548894619
1983,59.01667,-174.25,612.860641108094
1983,58.66667,-170.38333,2383.12349814135
1983,58.68333,-168.48333,598.652356602445
1983,58.66667,-170.98333,3940.79502869144
1983,58.68333,-169.76667,671.320939915855
1983,58.7,-166.63333,72.8947609976826
1983,58.68333,-165.28333,304.460605447265
1983,58.35,-173.41667,656.233389516519
1983,58.01667,-168.98333,5160.13567064267
1983,57.96667,-167.2,1410.6579350371
1983,58,-165.28333,1250.75425519865
1983,57.98333,-168.38333,3113.05139789198
1983,57.68333,-165.25,1977.89976069754
1983,58.01667,-166.56667,937.020103952647
1983,58,-169.63333,473.295796145963
1983,57.41667,-165.28333,4093.38075141563
1983,58.01667,-165.96667,2536.10132857101
1983,57.4,-165.85,5116.5192343559
1983,57.96667,-167.8,296.665008822655
1983,58.31667,-170.36667,2238.81550585834
1983,58.31667,-168.96667,75.1962121461641
1983,58.66667,-171.81667,1579.73527484706
1983,59.31667,-172.33333,2994.81480475798
1983,58.96667,-171.71667,634.173427763516
1983,58.33333,-168.36667,21306.9151056195
1983,59.65,-173.1,12171.9015107277
1983,59.18333,-172.06667,321.997642476829
1983,58.36667,-169.61667,222.498756616991
1983,59.68333,-173.75,1991.40775707841
1983,59.33333,-174.38333,1384.51527501046
1983,59.35,-173.75,515.584696968596
1983,59.35,-173.05,3709.10964260377
1983,59,-172.86667,448.51977730377
1983,58.95,-172.3,996.093820015144
1983,57.66667,-165.88333,69.1420647799901
1983,57.68333,-166.41667,269.723831653978
1983,57.4,-166.48333,68.7569152553759
1983,55.03333,-166.93333,2595.90225380364
1983,58,-164,78.3987589351308
1983,57.68333,-164.01667,1080.19334998459
1983,57.35,-163.98333,73.9476049365228
1983,57.68333,-172.15,74.4112262840872
1983,57.68333,-172.76667,938.806226540533
1983,59.35,-171.18917,17599.994023389
1983,60.33667,-171.385,570.421407745013
1983,60.35167,-172.05167,7210.86811499603
1983,59.68334,-171.28834,13850.2235895382
1983,60.02334,-171.29583,489.750223597587
1983,60.6575,-172.07,10060.2482892191
1983,59.015,-171.12334,10606.802513102
1983,60.68667,-171.39584,7115.48558103553
1983,58.00667,-173.475,14167.8879560173
1983,59.645,-171.9,4229.95023000547
1983,60.33417,-174.0225,17660.809712707
1983,60.00167,-173.26583,2514.44543928142
1983,60.97917,-174.21084,42772.8428333276
1983,60.0025,-172.59334,220.852113496195
